,online_order,book_table,votes,approx_cost(for two people),location_code,rest_type_code,cuisines_code,listed_in(type)_code
43560,1,0,7.0,500.0,79,73,176,4
28157,1,0,576.5800000000017,500.0,43,40,1322,3
46454,1,0,20.0,400.0,63,73,2179,2
29575,1,0,362.0,500.0,44,16,684,2
21947,1,0,129.0,400.0,3,86,411,2
25412,1,0,8.0,550.0,24,25,787,2
11548,1,1,576.5800000000017,1300.0,50,24,2387,0
49187,0,1,576.5800000000017,1300.0,72,65,962,2
32590,1,0,9.0,400.0,0,73,1661,2
51155,0,0,39.0,750.0,84,24,2077,4
4622,1,0,42.0,400.0,6,24,1617,4
31127,1,0,473.0,500.0,43,24,2280,4
11155,1,0,289.0,400.0,3,73,6,4
35820,1,0,10.0,300.0,39,73,1682,2
33006,1,0,70.0,250.0,44,14,320,2
8763,1,0,12.0,300.0,28,73,2396,2
23934,1,0,297.0,200.0,2,73,345,2
10889,0,1,110.0,1300.0,43,57,2068,4
45847,0,0,576.5800000000017,1100.0,26,30,910,4
20752,0,0,34.0,650.0,0,73,1382,2
50610,1,1,0.0,1200.0,84,24,1654,2
35323,1,1,523.0,1300.0,44,24,26,2
34122,1,1,325.0,800.0,45,24,1698,4
21784,0,0,386.0,700.0,28,16,608,1
35858,1,1,576.5800000000017,1300.0,44,6,930,2
38982,0,0,7.0,300.0,67,73,2266,4
19559,1,0,519.0,400.0,28,24,2266,2
2269,1,0,34.0,750.0,28,24,1517,4
47866,0,0,13.0,600.0,67,24,1682,2
50273,1,0,67.0,300.0,9,83,1558,2
5082,0,0,145.0,1000.0,67,26,808,1
16771,1,0,130.0,1200.0,39,25,885,2
11870,1,0,21.0,350.0,85,73,1617,2
24542,0,0,8.0,450.0,24,36,292,2
5494,1,1,247.0,800.0,26,24,1430,2
3946,1,0,167.0,400.0,54,73,1116,2
27036,1,0,165.0,300.0,43,36,54,2
22360,1,0,15.0,600.0,3,24,1682,2
21398,1,0,263.0,300.0,28,73,379,4
44865,1,0,89.0,250.0,10,73,1682,2
39289,0,0,4.0,300.0,79,73,1190,4
44095,1,0,59.0,300.0,57,73,818,2
43286,1,0,576.5800000000017,600.0,66,24,352,4
18761,1,0,564.0,400.0,26,24,2280,4
13931,0,0,0.0,700.0,19,24,12,2
13064,0,0,23.0,1100.0,81,20,610,4
47099,0,0,0.0,200.0,73,62,51,4
658,0,0,520.0,300.0,1,73,367,4
21109,1,0,80.0,750.0,30,24,92,4
41647,0,1,62.0,1000.0,54,25,1683,4
11972,0,0,122.0,500.0,8,24,1396,2
27825,0,0,576.5800000000017,1300.0,43,16,577,2
26648,1,0,176.0,100.0,22,73,2350,2
6725,0,0,259.0,1200.0,50,25,930,6
10832,1,0,59.0,300.0,0,73,345,4
80,1,0,153.0,500.0,82,46,2172,2
7763,1,0,576.5800000000017,750.0,9,24,149,4
17931,1,0,77.0,300.0,16,39,1063,2
35378,1,0,42.0,400.0,0,73,1116,2
20021,1,0,234.0,800.0,30,24,1387,2
29840,1,0,110.0,200.0,43,37,1317,2
26669,1,0,576.5800000000017,250.0,39,73,1649,2
21288,0,1,576.5800000000017,1200.0,28,24,2091,4
9056,1,0,70.0,500.0,39,86,2176,2
17906,1,0,54.0,500.0,26,36,885,2
29234,0,1,576.5800000000017,1200.0,39,68,1250,5
42414,1,0,428.0,400.0,26,40,1069,2
48414,1,0,218.0,800.0,8,24,2080,4
36599,1,0,576.5800000000017,500.0,45,24,208,4
50001,0,0,7.0,100.0,6,56,1205,4
22457,1,0,29.0,400.0,0,73,1469,2
30133,1,0,21.0,350.0,39,73,1682,2
19017,1,0,159.0,400.0,31,73,1461,4
23681,1,0,20.0,300.0,0,73,2266,4
47226,0,0,576.5800000000017,1300.0,50,46,2378,0
6292,0,0,0.0,1000.0,49,6,29,4
40871,0,0,7.0,150.0,54,82,2344,2
48604,0,0,22.0,350.0,75,73,1696,4
10886,0,1,576.5800000000017,1000.0,43,6,905,4
30495,1,0,7.0,300.0,85,73,345,2
37239,1,0,197.0,600.0,0,73,430,4
50624,0,0,0.0,300.0,84,73,1116,2
25776,0,0,0.0,400.0,34,0,227,2
2422,0,0,43.0,300.0,0,73,763,4
8932,1,0,576.5800000000017,500.0,30,73,1894,2
29757,1,0,14.0,400.0,44,73,2053,2
19268,0,0,576.5800000000017,1300.0,26,63,1346,5
51258,1,0,196.0,250.0,84,14,311,4
33761,0,0,38.0,400.0,43,37,1319,3
11526,1,1,576.5800000000017,1300.0,28,69,1233,6
33296,1,0,185.0,300.0,0,62,1704,2
41598,0,0,32.0,450.0,54,24,1705,4
26621,0,0,576.5800000000017,750.0,22,16,496,1
11753,1,0,23.0,700.0,8,24,2165,2
36918,1,0,357.0,350.0,18,73,1617,4
44200,1,0,126.0,700.0,57,16,643,2
20824,0,0,59.0,750.0,1,24,1682,2
35351,1,0,249.0,500.0,0,39,292,2
13355,0,0,4.0,1000.0,66,6,798,6
26508,1,1,150.0,1100.0,40,24,983,0
49958,0,0,116.0,700.0,6,73,84,4
39583,1,0,75.0,200.0,5,73,2185,2
40306,0,0,39.0,550.0,68,24,2268,4
16509,1,0,432.0,450.0,72,36,1654,2
20464,1,1,576.5800000000017,1300.0,30,24,1699,2
46209,1,0,152.0,600.0,73,24,1617,2
5368,1,0,106.0,200.0,66,73,2211,2
17734,1,0,426.0,500.0,31,24,59,2
1803,1,0,28.0,250.0,0,11,312,2
403,1,0,514.0,600.0,4,16,645,2
28178,1,0,187.0,400.0,43,37,1057,3
9047,1,1,364.0,1200.0,30,24,2389,2
49179,1,1,165.0,600.0,6,24,731,2
10791,0,0,13.0,300.0,0,73,1740,4
38037,1,0,576.5800000000017,1300.0,8,6,930,2
14569,1,0,9.0,1300.0,19,6,1229,5
50495,1,0,66.0,200.0,84,73,1617,2
29326,1,0,93.0,600.0,43,16,556,1
30724,0,0,5.0,400.0,44,36,1917,2
7917,1,1,152.0,800.0,54,24,1955,4
51498,0,0,0.0,350.0,84,73,2262,4
20547,0,0,46.0,450.0,4,73,101,2
17242,0,0,40.0,700.0,22,73,1382,4
33958,0,1,576.5800000000017,1000.0,43,57,888,4
2856,1,0,469.0,750.0,4,24,1703,2
24635,1,0,10.0,500.0,35,86,2121,3
24076,1,0,32.0,350.0,34,37,1063,2
37792,1,1,576.5800000000017,1300.0,15,70,2044,1
14718,1,0,154.0,700.0,26,24,1788,2
24328,0,0,48.0,200.0,34,56,2349,2
8060,0,0,57.0,400.0,84,1,229,4
25767,0,0,10.0,100.0,2,73,292,2
28698,1,0,76.0,300.0,41,73,2287,4
48082,1,0,5.0,400.0,75,17,513,3
6670,1,0,152.0,350.0,43,14,306,6
15010,1,0,48.0,750.0,61,24,1682,2
44158,1,0,9.0,300.0,57,73,2036,2
1914,0,0,24.0,300.0,28,37,1059,3
12674,0,1,326.0,1200.0,67,24,1797,4
34032,1,0,576.5800000000017,800.0,43,24,351,4
23716,1,0,71.0,350.0,0,73,1753,4
23073,0,0,10.0,400.0,3,50,1316,3
35410,1,0,144.0,150.0,22,73,2185,2
2609,1,0,97.0,350.0,30,73,1928,2
1659,0,0,16.0,300.0,28,73,345,2
29545,1,0,132.0,300.0,45,73,2101,2
40118,1,0,308.0,1200.0,53,24,2090,4
19361,0,0,115.0,1300.0,16,25,1828,6
35433,1,0,6.0,400.0,30,73,1654,2
37108,1,0,576.5800000000017,1000.0,39,16,540,4
50361,1,0,0.0,150.0,84,37,1316,2
35498,1,0,14.0,600.0,0,86,430,2
32088,0,0,5.0,700.0,39,25,1969,6
46859,1,0,9.0,450.0,63,73,830,4
25147,0,1,576.5800000000017,1300.0,34,65,1032,5
43740,1,0,54.0,200.0,26,73,2371,4
32949,1,0,140.0,600.0,0,24,1655,2
42648,1,0,50.0,350.0,8,73,2266,2
28590,1,0,249.0,400.0,45,24,2282,4
11429,0,0,17.0,300.0,7,73,1682,4
42524,1,0,4.0,200.0,35,38,1324,2
33814,1,0,576.5800000000017,700.0,44,24,2167,4
12234,1,0,65.0,250.0,8,74,1123,2
45896,1,0,326.0,1000.0,16,24,1761,4
10983,0,1,466.0,700.0,28,24,1480,4
25033,0,0,15.0,100.0,2,73,2321,4
45536,0,0,6.0,300.0,78,43,1084,3
40232,0,0,0.0,250.0,53,73,2196,4
21604,0,0,52.0,300.0,1,73,2185,4
7140,1,1,471.0,800.0,84,24,2091,2
44088,1,0,4.0,200.0,57,36,12,2
41589,1,0,576.5800000000017,700.0,54,24,416,4
32623,1,0,24.0,400.0,0,86,1682,2
26010,0,1,203.0,700.0,35,24,1617,4
14322,1,0,83.0,300.0,19,73,1673,4
29987,1,0,28.0,450.0,0,37,1323,2
8091,0,0,100.0,500.0,54,73,1682,4
27589,1,0,119.0,550.0,59,24,798,2
50160,1,0,0.0,450.0,17,85,901,2
11748,1,0,352.0,350.0,18,73,1682,2
40582,1,0,9.0,300.0,84,76,1069,2
47014,0,0,40.0,400.0,53,73,2155,4
27114,1,0,55.0,300.0,22,77,912,2
14389,0,0,0.0,300.0,19,73,1057,4
4936,1,1,576.5800000000017,1300.0,6,7,1726,5
44462,1,0,576.5800000000017,700.0,57,24,1342,4
34104,0,0,324.0,700.0,45,16,504,4
49940,1,0,31.0,500.0,6,25,1970,4
31307,1,0,457.0,650.0,39,24,1617,4
3558,1,0,109.0,500.0,30,24,1682,4
34887,1,0,172.0,500.0,43,73,474,2
39639,1,0,119.0,400.0,57,24,1794,2
6819,1,0,22.0,500.0,84,73,416,2
33829,0,0,293.0,250.0,44,14,2371,4
6964,0,0,27.0,150.0,9,73,286,2
29095,0,0,8.0,700.0,0,24,1629,4
38545,0,0,50.0,600.0,66,37,227,3
27826,1,0,17.0,400.0,22,86,1617,2
23465,1,0,576.5800000000017,550.0,3,24,416,4
2775,1,0,54.0,600.0,4,16,523,2
38363,0,0,25.0,400.0,81,73,1682,2
13938,0,0,0.0,500.0,19,0,227,2
21961,1,0,23.0,300.0,30,73,1784,2
3452,1,1,576.5800000000017,1300.0,30,24,1389,4
20289,1,0,24.0,300.0,0,73,1682,2
15284,1,0,11.0,200.0,8,73,2324,2
47933,0,0,121.0,600.0,67,24,1682,2
6830,1,1,576.5800000000017,700.0,9,24,1632,2
6362,1,0,204.0,250.0,79,73,2274,4
4834,1,0,31.0,600.0,72,24,798,4
18501,0,0,576.5800000000017,150.0,26,37,1323,3
7952,1,0,11.0,600.0,54,24,105,4
2064,1,0,314.0,800.0,3,73,2071,4
22395,1,1,350.0,1200.0,1,24,2145,2
42792,0,0,263.0,700.0,26,86,717,2
29922,1,0,7.0,150.0,44,73,2185,2
27583,1,1,576.5800000000017,1300.0,43,24,712,2
22474,1,0,44.0,550.0,0,24,61,2
34482,0,0,16.0,200.0,0,73,1682,4
34532,0,0,0.0,450.0,16,16,492,4
1881,0,0,17.0,600.0,3,77,1167,3
43207,0,0,171.0,1300.0,50,46,720,4
3723,0,0,22.0,300.0,1,73,51,4
29935,1,0,7.0,300.0,18,73,1617,2
22024,1,0,321.0,400.0,28,73,1742,2
1037,1,0,38.0,300.0,28,11,315,2
21919,1,0,54.0,400.0,3,73,1923,2
6813,1,0,10.0,400.0,84,86,1681,2
48313,0,1,98.0,1000.0,49,17,517,4
42336,1,0,14.0,500.0,26,86,1374,2
12225,1,0,41.0,1300.0,62,24,1827,2
47307,0,0,105.0,1200.0,49,23,659,1
38800,0,0,165.0,400.0,8,73,876,4
12545,1,0,50.0,600.0,12,24,1734,4
28311,1,1,576.5800000000017,600.0,42,26,2065,4
26906,1,1,576.5800000000017,650.0,42,16,585,2
3079,0,1,576.5800000000017,800.0,30,16,568,2
33837,1,0,74.0,600.0,44,24,1419,4
22818,0,1,151.0,1300.0,30,57,1618,2
29475,1,0,65.0,300.0,22,24,2268,2
48944,1,0,155.0,200.0,6,11,313,2
11116,1,1,551.0,600.0,3,24,1736,4
1573,0,0,96.0,500.0,3,24,1813,2
31038,1,0,8.0,250.0,0,37,1080,3
18318,0,1,108.0,1300.0,79,6,1682,2
50180,1,0,173.0,550.0,84,73,351,2
23129,0,0,11.0,250.0,47,2,227,3
44231,0,0,523.0,1100.0,57,19,644,2
36675,1,1,576.5800000000017,1300.0,43,24,1947,4
4776,0,0,26.0,400.0,6,73,1617,4
37162,1,0,8.0,300.0,22,73,1853,4
18691,0,1,576.5800000000017,1300.0,26,7,747,4
7181,0,0,122.0,200.0,54,73,1617,2
49154,1,0,0.0,600.0,6,38,1060,2
1003,1,0,13.0,200.0,28,86,234,2
27747,1,0,16.0,300.0,45,36,1617,2
9965,0,0,435.0,500.0,43,24,1704,2
33772,0,0,30.0,250.0,45,37,1057,3
48315,1,1,60.0,400.0,77,73,1190,4
25980,0,0,0.0,300.0,24,86,234,3
8778,1,0,214.0,700.0,45,24,1892,2
49435,0,0,59.0,550.0,6,24,1981,2
2898,0,0,148.0,550.0,4,26,1679,2
34199,1,0,53.0,350.0,45,73,1271,4
5498,1,1,484.0,1300.0,77,7,1563,2
23192,1,0,349.0,600.0,28,24,864,4
2682,1,0,276.0,500.0,4,73,474,2
25711,1,0,5.0,650.0,56,73,1682,2
29061,1,0,58.0,300.0,0,73,411,4
22258,1,0,28.0,450.0,0,37,1323,2
40213,1,0,86.0,450.0,53,73,1116,4
48255,0,1,184.0,1300.0,12,24,1617,4
12787,0,0,115.0,1000.0,79,26,1490,4
5171,1,0,576.5800000000017,1300.0,49,24,1107,2
38054,1,0,134.0,700.0,81,24,1518,2
16241,0,1,576.5800000000017,1300.0,72,68,984,2
10146,1,0,9.0,400.0,30,73,1682,2
15229,0,0,61.0,200.0,15,73,1208,2
49042,1,0,41.0,150.0,54,37,1080,2
4158,1,0,9.0,650.0,54,24,1306,2
9411,1,0,102.0,350.0,3,73,1682,2
5611,1,0,119.0,1000.0,67,24,902,2
30482,1,0,67.0,300.0,0,73,2221,2
819,0,0,39.0,250.0,30,73,2262,4
30968,1,0,25.0,300.0,42,0,234,3
1779,0,0,11.0,250.0,28,0,234,2
4701,0,0,39.0,330.0,6,50,1545,4
15425,1,0,126.0,700.0,20,24,788,4
45359,0,1,576.5800000000017,1300.0,26,7,935,2
26695,1,0,10.0,200.0,0,73,1498,2
4156,1,0,27.0,400.0,72,0,227,2
42130,1,0,38.0,300.0,9,73,2185,4
13386,1,0,48.0,1000.0,19,24,710,0
34030,1,1,225.0,600.0,43,24,1739,4
26754,1,0,130.0,350.0,22,37,1063,2
40610,1,1,576.5800000000017,800.0,54,24,788,2
25680,0,1,576.5800000000017,1300.0,34,24,1530,2
44159,1,1,137.0,1250.0,69,25,1831,2
44648,1,0,13.0,400.0,69,73,2185,4
24737,1,0,140.0,650.0,34,16,586,4
35265,1,0,21.0,150.0,30,73,1137,2
21356,1,0,91.0,650.0,1,16,492,4
37345,1,0,14.0,200.0,0,73,1982,4
48594,1,0,207.0,600.0,15,24,727,4
5316,1,0,87.0,500.0,79,24,1743,2
35616,1,0,36.0,600.0,45,36,2185,2
40999,1,0,7.0,400.0,33,5,248,2
6119,1,1,576.5800000000017,1300.0,77,25,1113,4
50226,1,0,159.0,500.0,84,24,2266,2
31032,0,0,48.0,400.0,0,86,1057,3
3064,0,0,98.0,800.0,1,6,1682,2
23587,0,1,576.5800000000017,1300.0,0,24,1111,4
43281,0,1,576.5800000000017,1100.0,8,24,1484,4
48140,0,0,12.0,900.0,66,16,617,4
44373,1,0,4.0,400.0,29,83,1547,2
17327,0,0,4.0,350.0,22,73,2262,4
31564,1,0,36.0,300.0,44,73,2097,4
22117,1,0,289.0,400.0,3,73,6,2
40927,1,1,341.0,600.0,9,24,137,2
2459,1,0,435.0,650.0,0,24,266,4
41526,0,1,576.5800000000017,1300.0,54,24,1002,4
35669,1,0,11.0,200.0,30,73,1116,2
37062,0,0,11.0,400.0,44,73,1895,4
34687,0,1,576.5800000000017,1000.0,43,6,905,5
14056,1,1,576.5800000000017,800.0,19,24,1843,4
22813,1,0,25.0,500.0,3,37,244,2
50607,1,0,25.0,400.0,84,73,1853,2
48046,0,0,26.0,500.0,67,38,1059,3
38555,1,0,33.0,400.0,15,37,1057,3
20250,1,0,47.0,350.0,85,73,1617,2
97,0,0,39.0,950.0,1,24,1877,2
48396,0,0,119.0,800.0,27,25,2171,4
17791,1,0,576.5800000000017,600.0,26,1,232,2
26145,1,0,193.0,700.0,21,16,521,4
37996,1,0,5.0,350.0,67,36,1617,2
42964,0,0,38.0,300.0,79,0,234,2
45673,1,0,12.0,150.0,59,73,474,4
47314,0,0,35.0,300.0,74,16,492,1
39564,1,0,4.0,200.0,53,86,227,2
33341,0,1,550.0,900.0,43,16,589,2
21297,1,0,149.0,800.0,28,24,2086,4
39,1,0,17.0,150.0,1,73,2185,2
30811,1,0,87.0,200.0,0,11,292,2
28572,1,0,93.0,600.0,43,16,556,4
16947,1,1,576.5800000000017,600.0,39,16,505,3
44138,1,1,116.0,700.0,57,24,1682,2
32690,1,0,576.5800000000017,900.0,43,16,616,2
23357,1,0,273.0,600.0,28,73,2122,4
20971,1,0,0.0,300.0,0,0,234,3
29720,1,0,17.0,600.0,0,36,411,2
14554,0,1,576.5800000000017,1200.0,19,71,994,5
8885,1,0,45.0,550.0,44,73,882,2
32935,1,0,26.0,400.0,0,73,380,2
657,1,0,506.0,500.0,1,73,1860,4
41627,1,0,136.0,1000.0,54,24,2250,4
50332,1,0,298.0,400.0,9,73,536,2
48236,1,1,576.5800000000017,750.0,12,16,559,4
14377,0,0,0.0,200.0,19,73,2019,4
48760,0,1,576.5800000000017,1300.0,50,57,202,5
9575,0,0,53.0,600.0,0,24,1759,2
30946,1,0,34.0,200.0,45,37,1413,3
35951,0,0,4.0,200.0,67,73,1617,2
31794,1,0,31.0,150.0,0,11,2369,4
44021,1,0,108.0,300.0,69,73,1853,2
41130,1,0,14.0,250.0,54,73,2321,2
29447,1,0,136.0,300.0,0,73,798,2
206,1,0,247.0,500.0,1,24,1617,2
11046,0,0,26.0,200.0,30,73,2185,4
34301,1,0,36.0,300.0,39,73,1430,4
9757,1,0,132.0,600.0,0,86,416,2
19068,1,0,143.0,200.0,16,73,360,4
15382,1,0,12.0,400.0,50,0,234,3
669,1,0,46.0,500.0,1,73,1178,4
29321,1,0,23.0,600.0,43,16,564,1
28033,0,0,0.0,600.0,39,73,70,2
25698,0,0,54.0,300.0,2,73,56,2
46806,1,0,266.0,600.0,63,50,475,4
16400,1,0,76.0,700.0,22,24,798,2
32527,1,0,11.0,500.0,39,86,1374,2
35896,0,0,135.0,600.0,30,24,1498,2
47672,1,0,66.0,800.0,79,16,672,2
9165,1,0,142.0,750.0,30,24,2199,2
34061,0,1,284.0,1000.0,45,25,1034,4
33276,1,0,132.0,600.0,0,86,416,2
12403,1,0,116.0,400.0,77,37,1080,3
50086,1,1,332.0,1200.0,72,30,3,6
39952,0,0,41.0,200.0,63,73,2321,2
39242,1,0,56.0,150.0,15,73,1205,4
20797,0,0,17.0,400.0,0,73,1682,2
5783,1,0,31.0,200.0,8,73,1469,2
16545,1,0,18.0,200.0,39,73,1682,2
37045,1,0,11.0,300.0,43,73,1521,4
32928,1,0,36.0,600.0,45,36,2185,2
35687,1,0,0.0,300.0,30,86,1617,2
18198,1,0,14.0,250.0,67,73,1077,2
50959,0,0,35.0,700.0,84,16,608,3
7676,1,0,544.0,450.0,9,0,227,3
42541,1,0,24.0,350.0,8,73,2196,2
36924,0,0,576.5800000000017,400.0,43,73,1543,4
37297,1,0,140.0,300.0,0,73,1853,4
23109,1,0,22.0,150.0,0,86,1404,3
10657,0,0,18.0,400.0,0,73,1617,4
14096,1,1,576.5800000000017,750.0,19,24,1617,4
27090,1,0,115.0,700.0,22,24,2269,2
49638,0,0,576.5800000000017,1100.0,72,24,1904,4
35101,1,0,67.0,200.0,30,73,1116,2
38728,1,0,114.0,1000.0,50,24,1349,4
46836,0,0,61.0,150.0,63,73,1116,4
20275,1,0,8.0,150.0,74,73,2185,2
1576,0,0,0.0,200.0,3,73,2185,2
10961,1,1,576.5800000000017,900.0,45,24,1617,4
34552,0,0,39.0,600.0,0,24,2164,4
50151,1,0,296.0,400.0,84,86,400,2
37809,0,0,10.0,200.0,13,16,492,1
41532,0,1,576.5800000000017,1300.0,54,71,1009,4
46739,1,0,568.0,700.0,63,24,1587,4
51302,0,1,54.0,1100.0,84,24,1797,4
20940,0,0,7.0,900.0,30,16,617,3
12790,0,0,23.0,800.0,27,24,1995,4
4564,0,0,225.0,700.0,6,24,1617,4
40720,0,0,46.0,300.0,54,73,1558,2
41425,0,0,98.0,200.0,54,82,2344,3
35722,1,0,207.0,650.0,28,24,852,2
44791,0,0,7.0,600.0,26,16,556,1
25979,0,0,241.0,100.0,20,0,234,3
4354,1,0,11.0,600.0,6,86,430,2
16439,1,0,22.0,300.0,20,36,27,2
20119,1,0,38.0,400.0,28,73,2055,2
21274,1,0,0.0,300.0,30,73,52,4
32152,0,0,576.5800000000017,900.0,43,19,499,1
29158,0,0,0.0,300.0,22,73,1682,4
31981,0,1,576.5800000000017,1300.0,43,65,1568,5
9050,1,0,100.0,150.0,45,37,227,2
22617,0,0,4.0,150.0,28,73,411,2
35002,1,0,343.0,450.0,0,86,1663,2
6073,0,1,576.5800000000017,1300.0,50,71,934,4
11601,1,0,382.0,500.0,79,16,2076,1
21045,0,1,576.5800000000017,1000.0,30,25,2079,4
21017,0,0,10.0,400.0,3,50,1316,3
48218,1,0,576.5800000000017,750.0,8,24,1950,4
38810,1,0,302.0,500.0,14,24,345,4
16485,1,1,576.5800000000017,1300.0,22,24,1398,2
36406,1,0,100.0,150.0,45,37,227,3
4859,1,0,97.0,250.0,72,73,2238,4
16607,1,0,17.0,400.0,6,73,1682,2
21748,0,0,97.0,1100.0,28,25,2208,5
46633,1,0,115.0,400.0,63,37,1083,3
32004,0,1,576.5800000000017,1200.0,42,7,170,5
5227,1,1,576.5800000000017,700.0,8,24,1917,2
46075,1,1,576.5800000000017,1100.0,26,25,1392,5
11132,1,0,10.0,200.0,28,73,2095,4
39920,0,0,36.0,300.0,63,73,2185,2
32680,1,0,18.0,350.0,0,73,1445,2
8714,1,0,576.5800000000017,900.0,0,24,143,2
17050,1,0,185.0,600.0,22,24,805,4
30281,0,0,21.0,250.0,43,73,28,2
28487,1,0,576.5800000000017,800.0,43,16,569,4
28742,0,0,0.0,300.0,39,73,1617,4
12253,0,0,4.0,200.0,75,73,2185,2
16209,1,0,18.0,300.0,72,73,2372,2
10176,1,0,16.0,900.0,22,24,330,2
30348,1,0,178.0,800.0,39,24,1865,2
38615,1,1,576.5800000000017,1300.0,50,24,1969,4
43843,0,1,576.5800000000017,1300.0,77,25,5,5
30120,1,1,576.5800000000017,1300.0,42,68,1234,2
18222,1,0,59.0,300.0,31,73,1969,2
11211,1,0,25.0,300.0,30,73,2266,4
6931,1,0,184.0,350.0,54,73,1135,2
7234,0,0,32.0,400.0,84,36,108,2
3449,0,1,576.5800000000017,1000.0,30,25,2079,4
27411,1,0,304.0,400.0,22,86,417,2
41335,1,0,11.0,600.0,54,24,416,2
10194,1,0,63.0,300.0,0,37,1063,3
11159,0,0,43.0,400.0,30,25,1788,4
7465,1,0,60.0,800.0,84,24,1917,2
24902,1,0,175.0,400.0,35,73,288,4
21039,1,0,576.5800000000017,600.0,30,24,416,4
5746,0,0,41.0,100.0,66,73,292,2
26450,1,0,4.0,350.0,24,73,371,4
31661,0,0,13.0,500.0,44,73,788,4
376,1,0,155.0,400.0,4,73,379,2
41703,1,0,4.0,300.0,54,14,303,4
33666,1,0,576.5800000000017,400.0,43,83,1558,3
45051,1,0,87.0,450.0,26,16,620,2
9273,1,0,54.0,400.0,30,73,162,2
42284,0,0,33.0,1100.0,81,20,610,1
51222,0,1,67.0,1300.0,84,46,1826,4
34118,1,0,0.0,1300.0,45,24,1105,4
44474,0,0,66.0,800.0,57,24,2378,4
4506,1,0,0.0,600.0,6,38,1060,3
36007,0,0,576.5800000000017,800.0,43,16,656,2
7211,0,0,5.0,500.0,84,24,1682,2
28828,0,0,126.0,300.0,44,73,2139,4
44537,1,0,31.0,300.0,57,73,2292,4
22349,1,0,261.0,300.0,28,73,379,2
15988,1,0,352.0,600.0,22,73,475,2
22255,1,0,7.0,400.0,0,73,1661,2
16073,1,0,176.0,100.0,22,73,2350,2
25626,0,0,6.0,800.0,35,24,1265,2
15951,1,0,37.0,200.0,39,73,955,2
26688,1,1,411.0,750.0,22,24,1917,2
22080,1,0,33.0,200.0,28,73,1116,2
33358,0,0,236.0,350.0,45,11,318,2
41409,1,0,384.0,1000.0,54,24,720,2
20538,0,0,60.0,400.0,28,73,52,2
34073,1,1,296.0,800.0,43,24,2165,4
21788,1,0,206.0,650.0,28,76,531,1
5258,1,0,148.0,450.0,8,50,235,2
30908,1,0,149.0,350.0,43,86,299,3
29997,1,0,24.0,500.0,0,86,1735,2
27542,1,1,576.5800000000017,1300.0,43,24,861,2
13104,0,0,31.0,500.0,13,24,2266,4
25056,0,0,110.0,650.0,2,73,1617,4
12353,1,0,461.0,700.0,12,16,508,2
15849,1,0,455.0,400.0,22,86,1682,2
51369,0,0,46.0,350.0,84,73,1928,4
35800,1,0,9.0,400.0,43,73,1403,2
37305,0,0,0.0,350.0,0,73,447,4
28187,1,1,102.0,700.0,46,16,564,3
46073,0,1,576.5800000000017,1300.0,16,59,1040,5
8523,1,0,576.5800000000017,250.0,25,73,1617,2
20132,1,0,6.0,300.0,0,73,876,2
29342,0,0,314.0,600.0,42,16,556,1
12816,0,0,104.0,800.0,8,16,581,4
39394,0,1,345.0,1300.0,81,47,726,5
36996,1,0,50.0,300.0,43,73,345,4
37887,1,0,120.0,400.0,77,37,1080,2
2826,1,0,62.0,600.0,1,76,1364,2
38308,0,1,158.0,1100.0,15,24,2017,2
1906,0,1,48.0,900.0,28,24,1826,3
20927,1,0,0.0,350.0,30,0,234,3
12710,1,0,108.0,550.0,75,24,1769,4
39541,1,0,229.0,400.0,87,73,1735,2
5266,1,0,43.0,150.0,79,11,313,2
26974,1,1,221.0,600.0,43,24,1739,2
20565,0,0,27.0,350.0,38,36,1190,2
19635,1,0,98.0,350.0,30,73,1928,2
20423,0,0,27.0,300.0,30,73,788,2
3944,1,0,0.0,350.0,6,73,172,2
415,1,0,210.0,150.0,30,39,292,2
48975,0,0,33.0,300.0,72,73,1735,2
2003,0,0,80.0,650.0,3,24,56,4
5182,1,0,175.0,750.0,79,24,392,2
50732,0,0,167.0,450.0,84,24,1617,2
15680,0,0,149.0,250.0,15,14,2371,4
5981,0,1,105.0,1000.0,8,24,824,4
15038,1,0,279.0,800.0,8,24,1788,2
30451,0,0,4.0,200.0,67,73,1617,2
11168,1,0,391.0,750.0,45,24,1264,4
31358,1,0,94.0,600.0,39,24,1762,4
36800,1,1,238.0,800.0,43,24,1597,4
15634,1,0,207.0,400.0,15,24,2280,4
8711,1,0,0.0,350.0,30,0,234,2
9911,1,0,26.0,400.0,39,36,885,2
48070,1,0,59.0,300.0,14,83,1187,3
8064,1,0,242.0,400.0,54,73,266,4
546,1,0,43.0,250.0,4,37,1080,3
24887,1,0,22.0,350.0,35,73,2404,4
405,1,0,96.0,400.0,47,73,1617,2
34515,1,0,33.0,500.0,0,24,1859,4
33173,1,0,10.0,300.0,22,73,1212,2
25181,0,0,241.0,600.0,34,16,561,1
23200,1,0,181.0,700.0,28,24,858,4
10543,1,0,99.0,300.0,0,73,746,4
76,1,0,558.0,150.0,4,73,2185,2
10203,1,0,280.0,200.0,0,82,2344,3
35039,1,0,227.0,500.0,0,24,71,2
7479,1,0,0.0,500.0,84,0,234,2
29784,1,0,97.0,300.0,39,73,1443,2
19174,1,0,4.0,450.0,50,73,1682,4
21745,1,0,576.5800000000017,1000.0,28,6,1780,5
8467,1,0,236.0,400.0,22,73,1923,2
31298,1,0,178.0,800.0,39,24,1865,4
